Url;Zestimate;Price;Rent_Zestimate;Bathrooms;Bedrooms;Living_Area;Street_Address;City;Zip;Broker_Name;Has_3D_Model;Has_Video;statusText;Pool;yearly_revenue_airbnb
https://www.zillow.com/homedetails/7632-Aster-Ave-Yucca-Valley-CA-92284/17491800_zpid/;299741.0;298000;1800.0;2;3;110.83;7632 Aster Ave;Yucca Valley;92284;Cherie Miller & Assoc.;False;False;House for sale;False;30347.464750289917
https://www.zillow.com/homedetails/7463-Dumosa-Ave-Yucca-Valley-CA-92284/17491728_zpid/;380000.0;380000;2937.0;3;3;164.25;7463 Dumosa Ave;Yucca Valley;92284;BHG Desert Lifestyle Properties;False;False;House for sale;False;41245.0
https://www.zillow.com/homedetails/8582-Frontera-Ave-Yucca-Valley-CA-92284/17494235_zpid/;778642.0;799000;2350.0;2;3;168.62;8582 Frontera Ave;Yucca Valley;92284;Fathom Realty Group, Inc.;False;False;House for sale;False;30347.464750289917
https://www.zillow.com/homedetails/7685-Victoria-Ave-Yucca-Valley-CA-92284/17493882_zpid/;465400.0;465500;2675.0;3;4;176.52;7685 Victoria Ave;Yucca Valley;92284;eXp Realty of California Inc.;False;False;House for sale;False;35150.0
https://www.zillow.com/homedetails/7621-Hanford-Ave-Yucca-Valley-CA-92284/17493657_zpid/;394700.0;395000;2214.0;2;3;145.3;7621 Hanford Ave;Yucca Valley;92284;BHG Desert Lifestyle Properties;True;False;House for sale;False;30347.464750289917
https://www.zillow.com/homedetails/7629-Rockaway-Ave-Yucca-Valley-CA-92284/69004310_zpid/;764822.0;775000;3539.0;2;3;207.64;7629 Rockaway Ave;Yucca Valley;92284;Cherie Miller & Assoc.;False;False;House for sale;True;30347.464750289917
https://www.zillow.com/homedetails/56814-Ivanhoe-Dr-Yucca-Valley-CA-92284/17489924_zpid/;347100.0;359000;2786.0;2;3;174.47;56814 Ivanhoe Dr;Yucca Valley;92284;HomeSmart Evergreen Realty;False;False;House for sale;False;30347.464750289917
https://www.zillow.com/homedetails/7431-Condalia-Ave-Yucca-Valley-CA-92284/17491718_zpid/;385900.0;385900;2394.0;2;3;144.65;7431 Condalia Ave;Yucca Valley;92284;Capitis Real Estate;False;False;House for sale;False;30347.464750289917
https://www.zillow.com/homedetails/56643-Kismet-Rd-Yucca-Valley-CA-92284/17490165_zpid/;449200.0;459900;2984.0;2;3;189.15;56643 Kismet Rd;Yucca Valley;92284;Tri-Valley Realty;False;False;Foreclosure;False;30347.464750289917
https://www.zillow.com/homedetails/57085-Monticello-Ct-Yucca-Valley-CA-92284/2076022368_zpid/;;849000;;3;3;217.11;57085 Monticello Ct;Yucca Valley;92284;BHG Desert Lifestyle Properties;False;False;House for sale;False;41245.0
https://www.zillow.com/homedetails/7429-Chippewa-Trl-Yucca-Valley-CA-92284/17494407_zpid/;;508950;;2;3;172.99;7429 Chippewa Trl;Yucca Valley;92284;ALL NATIONS REALTY & INVS;False;False;House for sale;False;30347.464750289917
https://www.zillow.com/homedetails/6372-Marvin-Dr-Yucca-Valley-CA-92284/17498932_zpid/;461682.0;475000;1993.0;2;3;144.28;6372 Marvin Dr;Yucca Valley;92284;Backbeat Homes;True;False;House for sale;False;30347.464750289917
